EQUIPAMIENTO;TRANSPORTE;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL
1 pista de baloncesto 1 campo de futbol sala 1 pista polideportiva  Acceso libre.;Consulta los siguientes enlaces.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9c6b7ec22b92d910VgnVCM100000891ecb1aRCRD;MARIO MORENO CANTINFLAS;CALLE;V;22;;;;;MADRID;MADRID;28052;4;EL CAÑAVERAL;19;VICALVARO;452644;4472884;4.040.085.012.437.900;-35.636.530.400.694.200;;;
1 Pista de baloncesto 1 Campo de mini pitch 1 Pista de futbol sala 2 Pistas de tenis de mesa  Acceso libre.;Consulta los siguientes enlaces.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38cf958fac2c2110VgnVCM1000000b205a0aRCRD;ANGEL FRANCES;PLAZA;V;;;;;;MADRID;MADRID;;;;;DISTRITO;444594;4472272;4.039.921.237.379.680;-36.529.003.876.637.300;;;
1 Pista de baloncesto 1 Circuito de bicicletas  Acceso libre.;Metro: Barrio de la Concepcion (linea 7), Quintana (linea 5), El Carmen (linea 5).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=598745dbd6891110VgnVCM1000000b205a0aRCRD;VIRGEN DE NURIA;CALLE;V;4;;;;;MADRID;MADRID;28027;4;LA CONCEPCION;15;CIUDAD LINEAL;444590;4476333;4.043.580.006.579.450;-36.532.953.172.963.800;;;
1 Pista de baloncesto 1 Circuito de BMX Pump Track 1 Pista de skate 1 Pista de voleibol  Acceso libre.;Renfe: El Pozo (lineas C2, C7 y C8).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d118833dc03c2110VgnVCM1000000b205a0aRCRD;PUERTO DE BALBARAN;CALLE;V;4;;;;;MADRID;MADRID;28018;3;PALOMERAS BAJAS;13;PUENTE DE VALLECAS;443851;4469966;4.037.839.345.735.440;-3.661.454.951.618.550;;;
1 Pista de baloncesto 1 Pista de balonmano 2 Pistas de bolos y petanca  Acceso controlado.;Consulta los siguientes enlaces.;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1cb10d17980e1110VgnVCM1000000b205a0aRCRD;ALBARDIN;CALLE;V;7;;;;C/V CALLE CERRO BLANCO;MADRID;MADRID;28026;6;ZOFIO;12;USERA;439199;4470155;4.037.976.723.848.220;-37.162.665.062.702.100;;;
1 Pista de baloncesto 1 Pista de bolos y petanca 1 Pista de futbol sala 1 Patinaje  Acceso libre.;Metro: Ventilla (linea 9).;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=64ef3a8c57d91110VgnVCM2000000c205a0aRCRD;VIA LIMITE;CALLE;V;101;;;;PARQUE DE LA VENTILLA;MADRID;MADRID;28029;4;ALMENARA;6;TETUAN;441058;4480541;4.047.345.238.657.350;-3.695.336.575.110.420;;;
1 Pista de baloncesto 1 Pista de bolos y petanca 1 Pista polideportiva 1 Rocodromo   Acceso libre.;Metro: Miguel Hernandez (linea 1).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=efde11cae53c8810VgnVCM1000001d4a900aRCRD;CAMPO DE LA PALOMA;JARDiN;T;;;;;;MADRID;MADRID;;;PALOMERAS SURESTE;;PUENTE DE VALLECAS;445213;4470681;40.383.948.585.048.400;-3.643.869.917.365.880;;;
1 Pista de baloncesto 1 Pista de futbol sala  Acceso libre.;Consulta los siguientes enlaces.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=225c77f0d8ae1110VgnVCM1000000b205a0aRCRD;GUADALAJARA;AVENIDA;V;9;;;;;MADRID;MADRID;28032;4;ARCOS;20;SAN BLAS-CANILLEJAS;447189;4474396;40.427.223.479.986.000;-36.066.879.690.485.400;;;
1 Pista de Baloncesto 1 Pista de Futbol sala  Acceso libre.;Metro: Conde Casal (linea 6).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcf31cb097c01110VgnVCM1000000b205a0aRCRD;ANTONIO DIAZ-CAÑABATE;CALLE;V;9;;;;C/V ARIAS MONTANO;MADRID;MADRID;28007;6;NIÑO JESUS;3;RETIRO;442990;4473396;4.040.922.156.877.910;-3.671.905.186.964.670;;;
1 Pista de baloncesto 1 Pista de futbol sala  Acceso libre.;Metro: Suanzes (linea 5).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=264d8d498a5e1110VgnVCM1000000b205a0aRCRD;MIGUEL YUSTE;CALLE;V;64;;;;CUBIERTA P.A.R.;MADRID;MADRID;28037;1;SIMANCAS;20;SAN BLAS-CANILLEJAS;447207;4476133;4.043.416.949.316.050;-3.622.424.101.106.470;"91 531 83 07 -    
609 98 08 54";;
1 Pista de baloncesto 1 Pista de futbol sala  Acceso libre.;Metro: Sainz de Baranda (lineas 6 y 9).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=541c2de56ac01110VgnVCM1000000b205a0aRCRD;JUAN ESPLANDIU;CALLE;V;4;;;;;MADRID;MADRID;28007;3;ESTRELLA;3;RETIRO;443820;4474147;4.041.604.342.375.630;-3.662.189.960.446.730;;;
1 Pista de baloncesto 1 Pista de futbol sala  Acceso libre.;Consulta los siguientes enlaces.;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c8f9626222f61110VgnVCM1000000b205a0aRCRD;PEONIAS;CALLE;V;2;;;;;MADRID;MADRID;28042;1;PALOMAS;16;HORTALEZA;447603;4477959;4.045.063.098.748.490;-36.179.168.085.538.400;;;
1 Pista de baloncesto 1 Pista de futbol sala  Acceso libre.;Metro: Garcia Noblejas (linea 7).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7c825e8f052a1110VgnVCM1000000b205a0aRCRD;LA OROTAVA;PLAZA;V;3;;;;;MADRID;MADRID;28017;2;PUEBLO NUEVO;15;CIUDAD LINEAL;446149;4475907;40.432.061.794.648.500;-36.348.888.546.076.700;;;
1 Pista de baloncesto 1 Pista de futbol sala 1 Pista de patinaje 1 Rocodromo  Acceso libre.;Metro: Hortaleza (linea 4).;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a11d575cf5f61110VgnVCM1000000b205a0aRCRD;LUIS BUITRAGO;CALLE;V;7;;;;;MADRID;MADRID;28033;4;PINAR DEL REY;16;HORTALEZA;444805;4480504;40.473.376.533.827.900;-36.511.329.371.430.800;;;
1 Pista de baloncesto 1 Pista de futbol sala 14 Pistas de petanca 8 Pistas de chito  Acceso libre.;Metro: Torre Arias (linea 5).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e23950eb4ae1110VgnVCM1000000b205a0aRCRD;ESFINGE;CALLE;V;58;;;;CUBIERTA P.A.R.;MADRID;MADRID;28022;7;CANILLEJAS;20;SAN BLAS-CANILLEJAS;448328;4477110;4.044.304.433.513.540;-36.092.932.505.262.000;;;
1 pista de baloncesto 1 pista de futbol-sala  Acceso libre.;Metro: Lacoma (linea 7).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1be011a8111d4310VgnVCM2000000c205a0aRCRD;BRUNETE;CALLE;V;1;;;;;MADRID;MADRID;28048;1;EL PARDO;8;FUENCARRAL-EL PARDO;434449;4485393;40.516.672.960.212.700;-3.773.795.776.219.610;;;
1 Pista de baloncesto 1 Pista de patinaje  Acceso libre.;Metro: Villaverde Bajo Cruce (linea 3).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d1e400f058a61110VgnVCM1000000b205a0aRCRD;SAHARA;CALLE;V;60;;;;;MADRID;MADRID;28041;4;LOS ROSALES;17;VILLAVERDE;441193;4467173;4.035.304.787.629.630;-36.925.005.386.142.700;;;
1 Pista de Baloncesto 1 Pista de Patinaje  Acceso libre.;Metro: Delicias (linea 3).  Renfe: Delicias (lineas C1 y C10).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3bfed95d4a471110VgnVCM1000000b205a0aRCRD;RAMIREZ DE PRADO;CALLE;V;2;;;;;MADRID;MADRID;28045;5;DELICIAS;2;ARGANZUELA;441489;4472308;4.039.927.158.889.710;-36.892.581.804.473.600;;;
1 Pista de baloncesto 1 Pista de patinaje 1 area de calistenia  Acceso libre.;Metro: Usera (linea 6).;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13562784040e1110VgnVCM1000000b205a0aRCRD;TORERO;CALLE;V;10;;;;C/V CALLE ANTONIO LoPEZ;MADRID;MADRID;28026;5;MOSCARDO;12;USERA;440056;4471538;40.392.288.550.720.300;-37.063.017.510.914.500;;;
1 Pista de baloncesto 1 Pista polideportiva 2 Pistas de chito 1 Tenis de mesa  Acceso libre.;Metro: Torre Arias (linea 5).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=200b97fcc9ae1110VgnVCM1000000b205a0aRCRD;CRONOS;CALLE;V;30;;;;;MADRID;MADRID;28037;1;SIMANCAS;20;SAN BLAS-CANILLEJAS;447530;4476940;4.044.145.923.467.100;-36.186.830.946.943.900;;;
1 Pista de baloncesto 1 Rocodromo  Acceso libre.;Metro: Miguel Hernandez (linea 1).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=30645c766bdb2110VgnVCM1000000b205a0aRCRD;"LUIS BU&amp;Ntilde;UEL";CALLE;V;5;;;;;MADRID;MADRID;28018;4;PALOMERAS SURESTE;13;PUENTE DE VALLECAS;445365;4470940;4.038.726.620.117.650;-36.436.968.611.860.600;;;
1 Pista de baloncesto 2 Pistas de futbol sala 1 Pista de tenis de mesa  Acceso libre.;Consulta los siguientes enlaces.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a5ec69590db2110VgnVCM1000000b205a0aRCRD;FRANCISCO LAGUNA;CALLE;V;26;;;;;MADRID;MADRID;28053;2;SAN DIEGO;13;PUENTE DE VALLECAS;443139;4471317;4.039.051.190.105.730;-3.669.975.407.440.880;;;
1 pista de baloncesto 2 pistas de mini baloncesto 1 campo de futbol sala  Acceso libre.;Consulta los siguientes enlaces.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b16e1c9ea892d910VgnVCM100000891ecb1aRCRD;DIALOGO;CALLE;V;11;;;;;MADRID;MADRID;28052;4;EL CAÑAVERAL;19;VICALVARO;452644;4472884;40.405.226.337.352.100;-355.808.195.863.788;;;
1 Pista de baloncesto 3x3.   Acceso libre.;;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6040fb355b3b8810VgnVCM2000001f4a900aRCRD;PABLO RUIZ PICASSO;PLAZA;V;1;;;;;MADRID;MADRID;28020;2;CUATRO CAMINOS;6;TETUAN;441298;4477962;4.045.025.334.832.390;-369.226.701.497.804;;;
1 pista de baloncesto 3x3.  Acceso libre.;Metro: Pan Bendito (linea 11).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=583fae81096ec910VgnVCM100000891ecb1aRCRD;CAZALEGAS;CALLE;V;9;;;;;MADRID;MADRID;28025;7;ABRANTES;11;CARABANCHEL;438133;4469672;40.375.340.232.231;-37.287.722.220.834.400;;;
1 Pista de baloncesto cubierta 2 Tenis de mesa  Acceso libre.;Metro: Hortaleza (linea 4).;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=11609b5eec2b5110VgnVCM1000000b205a0aRCRD;SAN LUIS;AVENIDA;V;23;;;;;MADRID;MADRID;28033;4;PINAR DEL REY;16;HORTALEZA;444436;4480282;4.047.136.038.521.950;-36.554.609.574.613.000;;;
1 Pista de baloncesto cubierta. 1 Pista de futbol sala. 4 Pistas de bolos y petanca. 1 Pista de chito. 1 Pista de patinaje. 1 Calistenia.  Acceso libre.;Consulta los siguientes enlaces.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ea0e707bf0c68810VgnVCM1000001d4a900aRCRD;PLAYA DE BOLNUEVO;CALLE;V;1;;;;;MADRID;MADRID;28042;4;TIMON;21;BARAJAS;449778;4480628;4.047.482.151.403.530;-3.592.469.353.688.280;;;
1 pista de baloncesto y futbol cubierta.  Acceso libre.;Consulta los siguientes enlaces.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bc730297e1bfc910VgnVCM100000891ecb1aRCRD;TOMAS REDONDO;CALLE;V;6;;;;;MADRID;MADRID;28033;6;VALDEFUENTES;16;HORTALEZA;446739;4480189;4.047.067.970.044.650;-36.282.820.266.140.700;;;
1 Pista de baloncesto.  Acceso controlado.;Renfe: Villaverde Bajo (linea C3 y C4).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6912f12fa4f61110VgnVCM1000000b205a0aRCRD;LOS ROSALES;AVENIDA;V;133;;;;;MADRID;MADRID;28021;3;BUTARQUE;17;VILLAVERDE;442482;4466908;403.507.522.003.116;-3.677.296.127.414.190;;;
1 Pista de baloncesto.  Acceso libre.;Metro: Manoteras (linea 4).;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c4d7e93dee61110VgnVCM1000000b205a0aRCRD;ALICUN;CALLE;V;24;;;;;MADRID;MADRID;28033;5;APOSTOL SANTIAGO;16;HORTALEZA;443944;4481187;4.047.947.157.886.460;-36.613.616.462.578.900;;;
1 Pista de baloncesto.  Acceso libre.;Consulta los siguientes enlaces.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=061c880b0aab8210VgnVCM2000000c205a0aRCRD;AMERICIO;CALLE;V;2;;;;;MADRID;MADRID;28021;3;BUTARQUE;17;VILLAVERDE;442094;4467591;4.035.687.929.183.760;-3.681.931.321.506.630;;;
1 Pista de baloncesto.  Acceso libre.;Consulta los siguientes enlaces.;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=88018a43c67c5110VgnVCM1000000b205a0aRCRD;CARMEN RICO GODOY;CALLE;V;48;;;;;MADRID;MADRID;28055;6;VALDEFUENTES;16;HORTALEZA;446120;4481261;4.048.029.487.523.080;-3.635.681.993.987.130;;;
1 pista de baloncesto.  Acceso libre.;Metro: Ciudad de los angeles (linea 3).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec82e883f8e2d910VgnVCM200000f921e388RCRD;EDUARDO BARREIROS;CALLE;V;63;;;;;MADRID;MADRID;28041;5;ANGELES;17;VILLAVERDE;440529;4468150;4.036.180.108.054.930;-37.004.118.140.524.300;;;
1 pista de baloncesto.  Acceso libre.;Metro: Lacoma (linea 7).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=989d6ddd521d4310VgnVCM2000000c205a0aRCRD;ARROYO DEL MONTE;CALLE;V;5;;;;;MADRID;MADRID;28049;2;FUENTELARREINA;8;FUENCARRAL-EL PARDO;437683;4481905;404.855.081.729.451;-3.735.278.975.476.500;;;
1 Pista de baloncesto.  Acceso libre.;Metro: Vinateros (linea 9).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0bdbc9ba6f391110VgnVCM2000000c205a0aRCRD;DOCTOR GARCIA TAPIA;AVENIDA;V;53;;;;;MADRID;MADRID;28030;3;MARROQUINA;14;MORATALAZ;445210;4473677;4.041.191.880.823.880;-36.457.556.113.726.200;;;
1 pista de baloncesto.  Acceso libre.;Metro: Lacoma (linea 7).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e76446a13a05310VgnVCM1000000b205a0aRCRD;RAMON GOMEZ DE LA SERNA;CALLE;V;141;;;;;MADRID;MADRID;28035;3;PEÑA GRANDE;8;FUENCARRAL-EL PARDO;438537;4481635;4.048.313.438.344.310;-37.251.739.237.400.200;;;
1 pista de baloncesto.  Acceso libre.;Consulta los siguientes enlaces.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=28eee2a35f6fc910VgnVCM200000f921e388RCRD;SAN LAMBERTO;CALLE;V;20;;;;CUBIERTA DE P.A.R.;MADRID;MADRID;28017;1;VENTAS;15;CIUDAD LINEAL;444751;4474714;4.042.122.371.706.220;-3.651.266.122.696.060;;;
1 Pista de baloncesto.  Acceso libre.;Consulta los siguientes enlaces.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b051334e3d91110VgnVCM1000000b205a0aRCRD;ASUNCION PEREZ VIZCAINO;CALLE;V;3;;;;PARQUE EL CEDRAL;MADRID;MADRID;28033;8;ATALAYA;15;CIUDAD LINEAL;443566;4479376;4.046.314.490.944.140;-3.665.646.115.180.060;;;
1 Pista de baloncesto.  Acceso libre.;Metro: Villaverde Alto (linea 3).  Renfe: Villaverde Alto (linea C4 y C5).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=29c23deb08ab8210VgnVCM2000000c205a0aRCRD;SAN AURELIANO;CALLE;V;9;;;;CUBIERTA P.A.R.;MADRID;MADRID;28021;1;VILLAVERDE ALTO C.H.;17;VILLAVERDE;439205;4466036;4.034.265.960.435.540;-3.715.807.817.260.080;;;
1 pista de baloncesto.  Acceso libre.;Metro: Principe Pio (lineas 6, 10 y R).  Renfe: Principe Pio (lineas C1, C7 y C10).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e4d0781c2a1d910VgnVCM200000f921e388RCRD;SAN POL DE MAR;CALLE;V;15;;;;;MADRID;MADRID;28008;1;CASA DE CAMPO;9;MONCLOA-ARAVACA;438305;4474997;4.042.331.959.834.500;-3.727.271.896.252.180;;;
1 Pista de baloncesto. 1 Campo de futbol 7 (de tierra). 3 Pistas de petanca. 1 Pista de patinaje.  Acceso libre.;Metro: Barajas (linea 8).;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=acda62a9470e1110VgnVCM1000000b205a0aRCRD;ALHAURIN;CALLE;V;6;;;;;MADRID;MADRID;28042;4;TIMON;21;BARAJAS;450357;4480479;4.047.351.067.334.560;-3.585.649.589.064.370;;;
1 Pista de baloncesto. 1 Tenis de Mesa  Acceso libre.;Metro: Usera (linea 6).;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ca8207c4a4e1110VgnVCM1000000b205a0aRCRD;MATILDE GAYO;CALLE;V;4;;;;CUBIERTA P.A.R.;MADRID;MADRID;28026;5;MOSCARDO;12;USERA;440347;4471275;4.038.993.834.608.830;-3.702.854.085.952.850;;;
1 Pista de baloncesto. 2 Pistas de bolos y petanca. 1 Pista de patinaje Tenis de mesa  Acceso libre.;Metro: Puente de Vallecas (linea 1).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=965a3906b2f0b210VgnVCM2000000c205a0aRCRD;CERRO NEGRO;CALLE;V;5;;;;c/v ARREGUI Y ARUEJ, 3;MADRID;MADRID;28007;2;ADELFAS;3;RETIRO;443006;4471999;40.396.646.655.094.300;-3.671.603.413.540.550;;;
1 Pista de Baloncesto. Acceso libre.;Metro: Acacias , Piramides (linea 5).  Renfe: Embajadores (linea C5).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9f1e55ea6471110VgnVCM1000000b205a0aRCRD;GASOMETRO;CALLE;V;32;;;;C/V VALLEJO NaJERA;MADRID;MADRID;28005;2;ACACIAS;2;ARGANZUELA;439917;4472655;4.040.233.909.331.510;-37.080.621.422.210.900;;;
1 Pista de Baloncesto. Acceso libre.;Metro: Mendez alvaro (linea 6).  Renfe: Mendez alvaro (lineas C1, C5, C7 y C10).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcceaba3b9194110VgnVCM1000000b205a0aRCRD;EROS;CALLE;V;6;;;;;MADRID;MADRID;28045;4;LEGAZPI;2;ARGANZUELA;442278;4471658;4.039.352.590.492.840;-36.801.309.337.036.400;;;
1 Pista de baloncesto. Acceso libre.;Metro: Delicias (linea 3 y 6).  Renfe: Delicias (linea C1 y C10).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13ff1263d5d84110VgnVCM1000000b205a0aRCRD;JUAN DE VERA;CALLE;V;17;;;;;MADRID;MADRID;28045;5;DELICIAS;2;ARGANZUELA;441225;4472010;4.039.662.773.873.160;-36.925.754.236.948.600;;;
1 Pista de futbol sala 1 Pista de baloncesto  Acceso libre.;Metro: Almendrales (linea 3).;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=13fb8bbd894e1110VgnVCM1000000b205a0aRCRD;ANTONIO LOPEZ;CALLE;V;189;;;;C/V CALLE VADO;MADRID;MADRID;28026;4;ALMENDRALES;12;USERA;440892;4470808;4.038.577.423.271.840;-36.963.840.837.570.100;;;
1 Pista de futbol sala 1 Pista de baloncesto 1 Pista BMX Flatland 1 Pista Skate   Acceso libre.;Consulta los siguientes enlaces.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=000ebea9e0d91110VgnVCM1000000b205a0aRCRD;CONDESA DE VENADITO;CALLE;V;5;;;;;MADRID;MADRID;28027;5;SAN PASCUAL;15;CIUDAD LINEAL;444597;4477342;4.044.489.012.074.590;-36.533.037.240.521.200;;;
1 Pista de futbol sala 1 Pista de baloncesto 1 Pista de patinaje  Acceso libre.;Metro: Barrio de la Concepcion (linea 7).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d2677e116d91110VgnVCM1000000b205a0aRCRD;BATERIAS;CALLE;V;6;;;;;MADRID;MADRID;28027;4;LA CONCEPCION;15;CIUDAD LINEAL;444985;4476948;4.044.137.028.368.940;-36.486.988.769.231.000;;;
1 Pista de futbol sala 1 Pista de baloncesto 3 Pistas de bolos y petanca  Acceso libre.;Metro: Barajas (linea 8).;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d67d5c51350e1110VgnVCM1000000b205a0aRCRD;ALAS;CALLE;V;2;;;;;MADRID;MADRID;28042;4;TIMON;21;BARAJAS;450428;4480316;40.472.046.513.237.700;-35.847.993.053.542.300;;;
1 Pista de futbol sala 1 Pista de baloncesto.  Acceso libre.;Metro: Alfonso XIII (linea 4).;2;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9e6df1554291110VgnVCM1000000b205a0aRCRD;SANTA HORTENSIA;CALLE;V;34;;;;;MADRID;MADRID;28002;2;PROSPERIDAD;5;CHAMARTIN;443605;4477227;40.443.784.076.908.200;-36.650.091.208.692.900;;;
1 Pista de futbol sala 1 Pista de balonmano 1 Pista de mini-baloncesto  Acceso libre.;Metro: Feria de Madrid (linea 8).  Servicio Bicimad, para consultar la estacion mas cercana, acceda al mapa de geolocalizacion de las estaciones.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad9f4210cf14c910VgnVCM200000f921e388RCRD;JUAN CARLOS I;AUDITORIO;T;;;;;;MADRID;MADRID;;;;;DISTRITO;448687;4478652;4.045.695.095.741.200;-36.051.887.013.296.000;;;
1 Pista de futbol sala 2 Pista de baloncesto   Acceso libre.;Metro: Ascao (linea 7).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bca91c7eebad1110VgnVCM1000000b205a0aRCRD;FRANCISCO RIOJA;CALLE;V;15;;;;;MADRID;MADRID;28017;2;PUEBLO NUEVO;15;CIUDAD LINEAL;445836;4475710;40.430.272.920.160.400;-3.638.560.091.365.860;;;
1 Pista de futbol sala 2 Pistas de baloncesto  Acceso libre.;Metro: Ventas (linea 2 y 5), El Carmen (linea 5).;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70b945dbd6891110VgnVCM1000000b205a0aRCRD;ANTONIO PIRALA;CALLE;V;6;;;;CUBIERTA P.A.R.;MADRID;MADRID;28017;1;VENTAS;15;CIUDAD LINEAL;444053;4475579;4.042.897.434.131.810;-3.659.567.913.327.570;;;
