PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
11580683;CDM Juan de Dios Roman;;Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes de 8:30 a 21:30 horas. Sabados, domingos y festivos de 9 a 20 horas.   Cierre completo del Centro    Dias 1 de enero, 1 de mayo y 25 de diciembre.;Clases y escuelas deportivas    Pre-infantiles, natacion peques (3-5 años), matronatacion (2 años), actividad fisica y juegos (4-5 años).  Infantiles, natacion, padel, polideportiva, baloncesto, futbol sala, balonmano, salvamento y socorrismo, natacion artistica, gimnasia ritmica.  Jovenes y adultos (15 a 65 años), natacion, natacion salud, natacion embarazadas, natacion acondicionamiento, fitness acuatico, acuagim, padel, gimnasia salud, habitos saludables/obesidad, ciclo-sala, fitness, aerofitness, circuito fitness, pilates, fuerza en sala, GAP (gluteo-abdomen-pierna), hipopresivos, baile y estiramientos-relajacion.  Mayores de 65 años, natacion, gimnasia acuatica, pilates, fuerza en sala, habitos saludables/caidas, acondicionamiento fisico.  Personas con discapacidad, natacion.   Equipamientos    Superficie total de las instalaciones: 15.673 metros cuadrados.  Unidades deportivas cubiertas, piscina de 8 calles y 25 metros, vaso de enseñanza, 2 pistas deportivas polivalentes (futbol-sala, balonmano, baloncesto y voleibol), sala de musculacion, sala multiusos para clases colectivas, sala multiusos ciclo-sala.  Unidades deportivas al aire libre, 8 pistas de padel, 4 de ellas cubiertas.  Ayudas tecnicas para la accesibilidad: 1 grua de piscina.  Columna de rescate cardiaco.   Acceso controlado.;Metro: Las Suertes (linea 1).  Bicicleta:  el centro dispone de  aparca bicicletas dentro del recinto de la instalacion  con capacidad para 6 bicicletas.    Servicio Bicimad, para consultar la estacion mas cercana, acceda al mapa de geolocalizacion de las estaciones .;;1,5;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ec21fc9c969e710VgnVCM1000001d4a900aRCRD;JOSE GUTIERREZ MAROTO;CALLE;V;34;;;;;MADRID;MADRID;28051;3;ENSANCHE DE VALLECAS;18;VILLA DE VALLECAS;448616;4468325;4.036.391.581.480.000;-360.518.607.500.416;91 4801231;;idmjdroman@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4674;CDM La Elipa;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De 8:30 a 20:30 horas.   Cierre completo del centro   los dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Infantiles  (edad, segun modalidad): badminton, bateo en tunel, beisbol, futbol (masculino y femenino), padel y tenis.  Personas jovenes y adultas  : bateo en tunel, beisbol, combinada (tonificacion/pilates), fitness, musculacion, padel, pickleball, pilates y tenis.    Mayores 65 años:    acondicionamiento fisico, pilates y polideportiva.     Equipamientos    Superficie total en las instalaciones: 159.000 metros cuadrados.  Unidades deportivas al aire libre:   campo de beisbol (de cesped artificial), campo de bolos y petanca, 2 campos de futbol (de cesped artificial), 2 campos de futbol 7 (de cesped artificial), 2 campos de sofbol (de cesped artificial), 2 circuitos de automodelismo (radiocontrol de asfalto / radiocontrol de tierra, con cubierta), piscina (vaso de 50 metros, vaso de recreo y vaso infantil), 6 pistas de padel (2 de cristal), 4 pistas de pickleball, pista polideportiva (con cubierta), 9 pistas de tenis, 11 tenis mesa y zona nudista.    Unidades deportivas cubiertas:   fronton, pabellon polideportivo, 3 pistas de pickleball, rocodromo, 1 sala multiusos (gimnasio) y sala de musculacion.    Unidades auxiliares:  aula .   Oficina de promocion deportiva: responsable de la coordinacion de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Ademas, ofrece informacion sobre las escuelas de promocion deportiva.  Acceso controlado.;Metro: Estrella (linea 9).  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 30 bicicletas.  Servicio Bicimad , para consultar la estacion mas cercana, acceda al  mapa de geolocalizacion de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6b842be9971c010VgnVCM1000000b205a0aRCRD;ALCALDE GARRIDO JUARISTI;CALLE;V;17;;;;;MADRID;MADRID;28030;4;MEDIA LEGUA;14;MORATALAZ;444349;4473952;4.041.433.123.768.480;-36.559.498.758.522.800;914 303 511;;idmlaelipa@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4694;CDM La Fundi;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla  De lunes a viernes: Se abrira desde el 11 de diciembre en adelante de 8:30 a 21 horas. Sabados y domingos: Se abrira desde el 11 de diciembre en delante de 8:30 a 14:30 horas.  Cierre completo del centro  Todos los festivos, mes de agosto y los dias 24 de diciembre y 31 de enero.;Clases y escuelas deportivas    Infantiles  (edad, segun modalidades): baloncesto, futbol sala, gimnasia ritmica, karate kenpo, tenis, tenis de mesa y padel.  Jovenes y personas adultas: Padel, tenis, ciclo-sala, Cross training en cubogym, pilates, fitness y distintas variedades en actividad fisica en sala que se pueden consultar en app o web (entrenamiento funcional, en suspension, intervalos, fuerza Core, gap.  Mayores 65 años: acondicionamiento fisico, pilates, estiramientos y relajacion.   Equipamientos    Superficie total de las instalaciones:  11.866 metros cuadrados.   Unidades deportivas al aire libre: 2 pistas polideportivas, 2 pistas de tenis y 2 pistas de padel.  Unidades deportivas cubiertas: 1 pabellon polideportivo, 2 salas multiusos, y 1 sala de musculacion.  Oficina de Promocion Deportiva: responsable de la coordinacionde Juegos Deportivos Municipales, Torneos y Circuitos municipales y Copas de Primavera. Ademas, ofrece informacion sobre Escuelas de Promocion Deportiva.  Ayudas tecnicas para la accesibilidad: 1 plataforma.  Columna de rescate cardiaco.   Acceso controlado.;Metro: Legazpi, Arganzuela - Planetario (lineas 3 y 6).   Bicicleta:  El centro dispone de aparcabicicletas exterior con capacidad para 5 bicicletas  Servicio Bicimad, para consultar la estacion mas cercana, acceda al mapa de geolocalizacion de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b26b0c40971c010VgnVCM1000000b205a0aRCRD;ALICANTE;CALLE;V;14;;;;;MADRID;MADRID;28045;5;DELICIAS;2;ARGANZUELA;441329;4471761;4.039.437.715.885.100;-3.691.341.060.146.100;914 305 871 - Taquilla 915 288 879;;idmlafundi@madrid.es - JMD Arganzuela ? ID La Fundi;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
104235;CDM La Maso - Luis de la Fuente;;Horario de uso de las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario del centro deportivo:   Lunes a viernes de 8 a 23:30 horas. Sabados, domingos y festivos de 8:45 a 22 horas.   Horario de taquilla:   Lunes a viernes de 8:30 a 21 horas. Sabados, domingos y festivos de 8:30 a 14:30 horas.   Cierre completo del centro Del 1 al 31 de agosto y los dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-infantiles (0 a 3 años): futbol, gimnasia ritmica, matrogimnasia, matronatacion y natacion.  Infantiles: (edad, segun modalidades): aerobic, futbol, gimnasia ritmica, natacion  y polideportiva.  Jovenes y personas adultas: aerobic, ciclo sala, carrera acuatica, (aquarunning), circuito de fitness, combinada  (fitness/tonificacion, yoga/pilates, aerobic/pilates)  fitness, fitness acuatico, GAP, gimnasia acuatica (aquagym),  natacion, natacion de compensacion, natacion espalda,  natacion embarazadas, natacion jovenes, pilates y pilates embarazadas.  Mayores de 65 años: acondicionamiento fisico y gimnasia acuatica (aquagym y natacion).  Personas con discapacidad fisica:   natacion.       Equipamientos      Superficie total de las instalaciones: 41.700 metros cuadrados.  Unidades deportivas al aire libre:   campo de futbol  y rocodromo.      Unidades deportivas cubiertas:  pabellon polideportivo, piscina con solarium (vaso de 25 metros y vaso de enseñanza), sala de fisioterapia, sala multiusos y sala de musculacion.      Oficina de promocion deportiva:  responsable de la coordinacion de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Ademas, ofrece informacion sobre las escuelas de promocion deportiva.   Ayudas tecnicas para la accesibilidad: 1 ascensor y 1 grua de piscina.  Columna de rescate cardiaco.   Servicio de medicina deportiva: fisioterapia del deporte.  Acceso controlado.;Metro: Herrera Oria (linea 9), Lacoma (linea 7), Avenida de la Ilustracion (linea 7).  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.   Servicio Bicimad , para consultar la estacion mas cercana, acceda al  mapa de geolocalizacion de las estaciones .     Parking  publico gratuito.;;1,5,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=15efe8ae8d81c010VgnVCM1000000b205a0aRCRD;MASO;CALLE;V;80;;;;;MADRID;MADRID;28034;7;MIRASIERRA;8;FUENCARRAL-EL PARDO;439451;4481771;4.048.442.599.932.080;-37.144.222.564.719.800;917 397 555;;idmlamaso@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4538574;CDM Las Cruces;;Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes de 7 a 14 y de 15 a 22 horas. Sabados de 9 a 19  horas. Domingos y festivos de 9 a 14 horas.   Cierre completo del Centro    Dias 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre.;Clases y escuelas deportivas    Pre-infantiles (0 a3 años): educacion fisica de base, matronatacion y natacion.  Infantiles   (edad, segun modalidad): aerobic, baloncesto, balonmano, gimnasia ritmica, futbol, futbol sala, judo, natacion, natacion (escuela de iniciacion, competicion), natacion sincronizada, padel, pre-tenis, tenis y voleibol.  Jovenes:  aerobic, baloncesto, ciclo sala, combinada (EFP), futbol, natacion, natacion (escuela de iniciacion, competicion), padel, tenis y tonificacion.  Adultos: acondicionamiento fisico/fat burner, aerobic/zumba, aerobic/body jam, carrera acuatica (acuarunning), ciclo sala, combinada (EFP/ciclo+core), fitness acuatico, fitnes/body combat, gimnasia acuatica, gimnasia acuatica (acuagim), gimnasia suave/body balance, gimnasia suave/espalda sana, kick boxing/muay thai , natacion, natacion de compensacion, natacion embarazadas, padel, pilates, tenis , tonificacion/body pump y yoga.  Mayores 65 años: actividad fisica, gimnasia acuatica, gimnasia acuatica (acuagim), gimnasia acuatica/acuasalud, gimnasia acuatica/acuapilates, gimnasia acuatica/acuarelax, natacion y tonificacion.  Personas con discapacidad  : actividad fisica, gimnasia acuatica, natacion  y polideportiva.     Equipamientos    Superficie total de las instalaciones:  31.529,58  metros cuadrados.  Unidades deportivas al aire libre: 1 campo de futbol (cesped artificial), 2 campos de futbol 7, (cesped artificial), 6 pistas de padel, 2 pistas de padel (cristal) y 5 pistas de tenis.  Unidades deportivas cubiertas: pabellon polideportivo, piscina (vaso de 25 m y vaso de enseñanza), 3 salas multiusos y sala de musculacion.   Solarium (no disponible).    Ayudas tecnicas para la accesibilidad:  1 ascensor y 1 grua de piscina.   Acceso controlado.;Metro: Aluche, Eugenia de Montijo (linea 5).  Renfe: Aluche (linea C5).  Bicicleta:  El centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.  Servicio Bicimad, para consultar la estacion mas cercana, acceda al mapa de geolocalizacion de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a6952ff55b41110VgnVCM1000000b205a0aRCRD;POBLADOS;AVENIDA;V;72;;;;PARQUE DE LAS CRUCES;MADRID;MADRID;28044;7;LAS AGUILAS;10;LATINA;435803;4470082;403.788.548.435.727;-37.562.612.113.384.700;915 888 600;;idmlascruces@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4688;CDM Margot Moles;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    Hasta apertura piscina de verano, de lunes a viernes de 9 a 14:30 y de 14:45 a 20:30 horas. Sabados y domingos, de 9 a 14:30 horas. Festivos cerrado, excepto en temporada de verano.   Cierre completo del centro   Los dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-infantiles (3 a 5 años): matronatacion y (0 a 3 años) natacion.  Infantiles (6 a 14 años, segun modalidades): baile en familia, futbol, karate shyto, natacion, natacion (competicion), padel y tenis.  Personas adultas (15 a 64 años): acondicionamiento fisico deportivo, acuagim, acuarruning, aerobic, aerobic combinado, combinada (pilates/yoga gap /tonificacion), karate goju, natacion, natacion de compensacion, natacion embarazadas, padel, pilates/yoga, tenis y yoga.  Mayores de 65 años: actividad fisica, baile, gimnasia acuatica, natacion y padel.   Equipamientos    Superficie total de las instalaciones:82.400 metros cuadrados.  Unidades deportivas al aire libre:  campo de futbol (de cesped artificial), 2 campos de futbol 7 (de cesped artificial), piscina (1 vaso de 50 m. y 1 vaso infantil), pista de atletismo, pista de hockey patines, 2 pistas polideportivas, 4 pistas de padel, 2 pistas de tenis y 4 tenis mesa.     Unidades deportivas cubiertas:  pabellon polideportivo, piscina (1 vaso de 25 metros y 1 vaso de enseñanza).      Oficina de promocion deportiva:  responsable de la coordinacion de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Ademas, ofrece informacion sobre las escuelas de promocion deportiva.  Ayudas tecnicas para la accesibilidad:  1 grua de piscina.    Columna de rescate cardiaco.     Servicio de Medicina Deportiva: psicomotricidad infantil.  Acceso controlado.;Metro: San Cipriano, Puerta de Arganda (linea 9).  Renfe: Vicalvaro (lineas C1, C2, C7 y C8).  Bicicleta:   El centro dispone de  aparca bicicletas exterior  con capacidad para 10 bicicletas.   Servicio Bicimad , para consultar la estacion mas cercana, acceda al  mapa de geolocalizacion de las estaciones .;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d6f79262ef5d010VgnVCM1000000b205a0aRCRD;POLIDEPORTIVO;PASEO;V;3;;;;;MADRID;MADRID;28032;;AMBROZ;;VICALVARO;448815;4473344;4.040.914.061.858.400;-3.603.264.732.850.390;917 769 874;;idmvicalvaro@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
121729;CDM Marques de Samaranch;;Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes, de 8:30 a 20:30 horas. Sabados y domingos, de 8:30 a 14:30 horas. Festivos, cerrado.   Cierre completo del centro   Mes de agosto y los dias 24, 25, 26 y 31 de diciembre, 1 y 6 de enero y 1 de mayo.;"Clases y escuelas deportivas    Pre-infantiles (2 a 5 años): actividad fisica y juegos, matronatacion y natacion.  Infantiles: badminton, natacion, padel, tenis y voleibol.  Jovenes y personas adultas:   aletas, badminton, baile, caminar por Madrid; ciclo, cross training, cubo gym, cuerpo y mente,  entrenamiento funcional, fitness, fitness acuatico, fitness express, fuerza gap, gimnasia acuatica, natacion, natacion salud, padel, pilates, salvamento acuatico, tenis y voleibol  .     Mayores de 65 años: acondicionamiento fisico, caminar por Madrid, estiramientos y relajacion, fitness acuatico, gimnasia acuatica, gimnasia salud, natacion, pilates, prevencion caidas.       Personas con discapacidad fisica: natacion (adulta e infantil) y tenis..           Personas con discapacidad intelectual:  natacion (adulta e infantil) .         Equipamientos    Unidades deportivas al aire libre: campo de futbol de hierba artificial, 6 pistas de padel techadas y 4 pistas de tenis techadas.  Unidades deportivas cubiertas:   pabellon polideportivo, piscina con solarium (vaso de 25 metros y vaso de enseñanza), sala de ciclo, sala de musculacion, sala multiusos.    Ayuda tecnicas para la accesibilidad: 2 gruas de piscina.  Columna de rescate cardiaco.   Acceso controlado.";Metro: Puerta de Toledo , Piramides (linea 5).  Renfe: Piramides (lineas C1 y C10).  Bicicleta:  el centro dispone de  aparca bicicletas exterior   con capacidad para 5 bicicletas.    Servicio Bicimad , para consultar la estacion mas cercana, acceda al  mapa de geolocalizacion de las estaciones .;;1,5,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b00e8ae8d81c010VgnVCM1000000b205a0aRCRD;IMPERIAL;PASEO;V;20;;;;;MADRID;MADRID;28005;1;IMPERIAL;2;ARGANZUELA;439131;4473248;4.040.761.501.410.640;-37.173.807.221.939.100;914 220 344;;idmmsamaranch@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4701827;CDM Miguel Guillen Prim;;Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes, de 9 a 21 horas. Sabados, domingos y festivos, cerrado.   Cierre completo del Centro   Mes agosto y durante los dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Infantiles (6 a 14 años, segun modalidades): futbol sala y taekwondo.  Jovenes y personas adultas   (21 a 64 años): acondicionamiento fisico deportivo y musculacion.    Mayores de 65 años:   actividad fisica.     Equipamientos    Superficie total de las instalaciones: 8.400 metros cuadrados.  Unidades deportivas al aire libre: campos de futbol-7 de cesped artificial.    Unidades deportivas cubiertas: pabellon polideportivo y sala de musculacion.    Oficina de promocion deportiva:  responsable de la coordinacion de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Ademas, ofrece informacion sobre las escuelas de promocion deportiva.   Ayudas tecnicas para la accesibilidad:   instalacion adaptada.    Columna rescate cardiaco.   Acceso controlado.;Metro: Congosto (linea 1).  Renfe: Vallecas (lineas C2, C7 y C8).  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 10 bicicletas.    Servicio Bicimad, para consultar la estacion mas cercana, acceda al mapa de geolocalizacion de las estaciones .;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecd237c71d4a6110VgnVCM1000000b205a0aRCRD;FUENTIDUEÑA;CALLE;V;6;;;;;MADRID;MADRID;28031;1;CASCO H.VALLECAS;18;VILLA DE VALLECAS;447099;4469435;4.037.381.855.452.160;-3.623.151.468.598.150;913 053 451;;idmmguillen@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4673;CDM Moratalaz;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes, de 9 a 20:30 h. Sabados y domingos. de 9 a 14:30 h.   Cierre completo del centro   Los dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre infantiles (0 a 3 años): natacion.  Infantiles (edad, segun modalidad): atletismo, baloncesto, habitos saludables, futbol,  futbol sala, gimnasia ritmica, judo, karate shyto, natacion, patinaje, polideportiva, tenis y tiro con arco.  Jovenes y personas adultas: aerobic,  atletismo juvenil, ciclo sala, combinada (fitness/ciclo sala), futbol (masculino y femenino), gap (gluteos, abdomen, piernas), gimnasia acuatica (acuagim), habitos saludables, judo, karate shyto, natacion , natacion embarazadas, padel, pilates, tenis y tonificacion (con pesas).  Mayores 65 años: acondicionamiento fisico, gimnasia acuatica (acuagim), natacion, natacion de compensacion y pilates.  Personas con discapacidad  : atletismo y natacion.     Equipamientos    Superficie total de las instalaciones: 108.300 metros cuadrados.  Unidades deportivas cubiertas:  pabellon polideportivo, piscina (vaso de 25 metros), sala de musculacion, sala de artes marciales y sala multiusos (psicomotricidad, sala multiusos (ciclo sala).   Unidades deportivas al aire libre:  campo de futbol (de cesped artificial), 3 pistas de futbol sala, campo de tiro con arco, 1 fronton (largo), piscina (3 vasos de 50 metros y una vaso infantil), pista de atletismo, pista de baloncesto, pista de patinaje, 4 pistas de padel, 6 pistas de tenis y 1 pista de voley playa.   Oficina de promocion deportiva:  responsable de la coordinacion de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Ademas, ofrece informacion sobre las escuelas de promocion deportiva.    Servicio de medicina deportiva: reconocimientos medicos deportivos y acondicionamiento cardiovascular.    Unidades con servicios auxiliares:   sala de reconocimientos medicos.    Ayudas tecnicas para la accesibilidad:  1 ascensor y 2 gruas de piscina.    Columna de rescate cardiaco.    Acceso controlado.;Metro: Pavones (linea 9).  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para    interior (10), exterior (8) bicicletas.    Servicio Bicimad , para consultar la estacion mas cercana, acceda al  mapa de geolocalizacion de las estaciones .;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc9942be9971c010VgnVCM1000000b205a0aRCRD;VALDEBERNARDO;CALLE;V;2;;;;;MADRID;MADRID;28030;1;PAVONES;14;MORATALAZ;446331;4472220;4.039.885.854.572.330;-3.632.432.290.214.530;"917 727 100                                                                                                                                     
- 917 727 121";;idmmoratalaz@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4693;CDM Orcasitas;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a domingo, de 9 a 20:30 horas.   Cierre completo del centro   Dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-Infantiles (0 a 3 años) y (3 a 5 años, segun modalidades): matronatacion y natacion.  Infantiles (6 a 14 años, segun modalidades): atletismo, baloncesto, defensa personal y artes marciales, gimnasia ritmica, natacion, padel y tenis.  Jovenes y personas adultas (de 15 a 20 años, segun modalidades): baloncesto, defensa personal y artes marciales, natacion, padel y salvamento acuatico.  Adultos (21 a 64 años): acondicionamiento fisico deportivo, acuagim, aerobic, bous, combinada  (aerobic/step, fitness/natacion), fitness, gap (gluteos, abdomen, piernas), gimnasia de compensacion, natacion, natacion de compensacion, natacion embarazadas, padel, pilates y tenis.  Mayores de 65 años:  actividad fisica, acuagim y natacion.   Actividades para personas con discapacidad sensorial (sordos): atletismo (infantil).   Equipamientos    Superficie total de las instalaciones: 10.200 metros cuadrados.  Unidades deportivas al aire libre:  3 campos de futbol (de cesped artificial), campo de futbol 7 (de cesped artificial), piscina (2 vasos de 50 m. y vaso infantil), pista de atletismo, 5 pistas de padel, 2 pistas polideportivas, 8 pistas de tenis y 1 pista de voley playa.      Unidades deportivas cubiertas:  pabellon Jesus Rollan, piscina (vaso 25 metros y vaso de enseñanza), 2 salas de musculacion, sala multiusos (aerobic), sala multiusos (gimnasio) y sala multiusos.     Oficina de promocion deportiva:  responsable de la coordinacion de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Ademas, ofrece informacion sobre las escuelas de promocion deportiva.  Ayudas tecnicas a la accesibilidad: instalacion practicable, con 1 ascensor y 1 grua de piscina.  Columna de rescate cardiaco.   Acceso controlado.;Metro: Plaza Eliptica (lineas 6 y 11).  Renfe: Doce de Octubre, Orcasitas.  Bicicleta:  el centro dispone de  aparca bicicletas exterior   con capacidad para 10 bicicletas.    Servicio Bicimad , para consultar la estacion mas cercana, acceda al  mapa de geolocalizacion de las estaciones .;;2,5,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a11e79262ef5d010VgnVCM1000000b205a0aRCRD;RAFAELA YBARRA;AVENIDA;V;52;;;;;MADRID;MADRID;28026;6;ZOFIO;12;USERA;439519;4469689;4.037.558.213.858.420;-371.245.854.352.948;914 692 374;;idmorcasitas@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4690;CDM Orcasur;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes, de 8:45 a 20:30 horas. Sabados, domingos y festivos, de 8:45 a 14:30 horas.   Cierre completo del centro   El mes de agosto y los dias 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-infantiles (3 a 5 años): natacion y matronatacion.  Infantiles (6 a 14 años, segun modalidades): natacion y padel.  Jovenes y personas adultas: (15 a 64 años): acondicionamiento fisico deportivo, natacion, padel y pilates.  Mayores de 65 años: actividad fisica, gimnasia acuatica, natacion y pilates.   Equipamientos    Superficie total de las instalaciones: 22.500 metros cuadrados.  Unidades deportivas al aire libre:  2 campos de futbol-7 de cesped artificial, fronton (largo), 2 pistas de padel, pista de futbol sala, pista de tenis y 4 tenis mesa.    Unidades deportivas cubiertas: pabellon polideportivo, piscina (vaso de 25 m.), sala de musculacion y sala multiusos.   Ayudas tecnicas para la accesibilidad:  1 grua de piscina.   Acceso controlado.;Renfe: Orcasitas (linea C5).  Metro:   San Fermin - Orcasur (linea 3).    Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 5 bicicletas.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=483e79262ef5d010VgnVCM1000000b205a0aRCRD;MOREJA;CALLE;V;11;;;;;MADRID;MADRID;28041;2;ORCASUR;12;USERA;440727;4469292;4.037.021.993.373.850;-36.994.689.006.077.400;913 171 062;;idmorcasur@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
