PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
11580683;CDM Juan de Dios Román;;Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes de 8:30 a 21:30 horas. Sábados, domingos y festivos de 9 a 20 horas.   Cierre completo del Centro    Días 1 de enero, 1 de mayo y 25 de diciembre.;Clases y escuelas deportivas    Pre-infantiles, natación peques (3-5 años), matronatación (2 años), actividad física y juegos (4-5 años).  Infantiles, natación, pádel, polideportiva, baloncesto, fútbol sala, balonmano, salvamento y socorrismo, natación artística, gimnasia rítmica.  Jóvenes y adultos (15 a 65 años), natación, natación salud, natación embarazadas, natación acondicionamiento, fitness acuático, acuagim, pádel, gimnasia salud, hábitos saludables/obesidad, ciclo-sala, fitness, aerofitness, circuito fitness, pilates, fuerza en sala, GAP (glúteo-abdomen-pierna), hipopresivos, baile y estiramientos-relajación.  Mayores de 65 años, natación, gimnasia acuática, pilates, fuerza en sala, hábitos saludables/caídas, acondicionamiento físico.  Personas con discapacidad, natación.   Equipamientos    Superficie total de las instalaciones: 15.673 metros cuadrados.  Unidades deportivas cubiertas, piscina de 8 calles y 25 metros, vaso de enseñanza, 2 pistas deportivas polivalentes (fútbol-sala, balonmano, baloncesto y voleibol), sala de musculación, sala multiusos para clases colectivas, sala multiusos ciclo-sala.  Unidades deportivas al aire libre, 8 pistas de pádel, 4 de ellas cubiertas.  Ayudas técnicas para la accesibilidad: 1 grúa de piscina.  Columna de rescate cardiaco.   Acceso controlado.;Metro: Las Suertes (línea 1).  Bicicleta:  el centro dispone de  aparca bicicletas dentro del recinto de la instalación  con capacidad para 6 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones .;;1,5;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ec21fc9c969e710VgnVCM1000001d4a900aRCRD;JOSE GUTIERREZ MAROTO;CALLE;V;34;;;;;MADRID;MADRID;28051;3;ENSANCHE DE VALLECAS;18;VILLA DE VALLECAS;448616;4468325;4.036.391.581.480.000;-360.518.607.500.416;91 4801231;;idmjdroman@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4674;CDM La Elipa;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De 8:30 a 20:30 horas.   Cierre completo del centro   los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Infantiles  (edad, según modalidad): bádminton, bateo en túnel, béisbol, fútbol (masculino y femenino), pádel y tenis.  Personas jóvenes y adultas  : bateo en túnel, béisbol, combinada (tonificación/pilates), fitness, musculación, pádel, pickleball, pilates y tenis.    Mayores 65 años:    acondicionamiento físico, pilates y polideportiva.     Equipamientos    Superficie total en las instalaciones: 159.000 metros cuadrados.  Unidades deportivas al aire libre:   campo de béisbol (de césped artificial), campo de bolos y petanca, 2 campos de fútbol (de césped artificial), 2 campos de fútbol 7 (de césped artificial), 2 campos de sófbol (de césped artificial), 2 circuitos de automodelismo (radiocontrol de asfalto / radiocontrol de tierra, con cubierta), piscina (vaso de 50 metros, vaso de recreo y vaso infantil), 6 pistas de pádel (2 de cristal), 4 pistas de pickleball, pista polideportiva (con cubierta), 9 pistas de tenis, 11 tenis mesa y zona nudista.    Unidades deportivas cubiertas:   frontón, pabellón polideportivo, 3 pistas de pickleball, rocódromo, 1 sala multiusos (gimnasio) y sala de musculación.    Unidades auxiliares:  aula .   Oficina de promoción deportiva: responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.  Acceso controlado.;Metro: Estrella (línea 9).  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 30 bicicletas.  Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f6b842be9971c010VgnVCM1000000b205a0aRCRD;ALCALDE GARRIDO JUARISTI;CALLE;V;17;;;;;MADRID;MADRID;28030;4;MEDIA LEGUA;14;MORATALAZ;444349;4473952;4.041.433.123.768.480;-36.559.498.758.522.800;914 303 511;;idmlaelipa@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4694;CDM La Fundi;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla  De lunes a viernes: Se abrirá desde el 11 de diciembre en adelante de 8:30 a 21 horas. Sábados y domingos: Se abrirá desde el 11 de diciembre en delante de 8:30 a 14:30 horas.  Cierre completo del centro  Todos los festivos, mes de agosto y los días 24 de diciembre y 31 de enero.;Clases y escuelas deportivas    Infantiles  (edad, según modalidades): baloncesto, fútbol sala, gimnasia rítmica, karate kenpo, tenis, tenis de mesa y padel.  Jóvenes y personas adultas: Padel, tenis, ciclo-sala, Cross training en cubogym, pilates, fitness y distintas variedades en actividad física en sala que se pueden consultar en app o web (entrenamiento funcional, en suspensión, intervalos, fuerza Core, gap.  Mayores 65 años: acondicionamiento físico, pilates, estiramientos y relajación.   Equipamientos    Superficie total de las instalaciones:  11.866 metros cuadrados.   Unidades deportivas al aire libre: 2 pistas polideportivas, 2 pistas de tenis y 2 pistas de pádel.  Unidades deportivas cubiertas: 1 pabellón polideportivo, 2 salas multiusos, y 1 sala de musculación.  Oficina de Promoción Deportiva: responsable de la coordinaciónde Juegos Deportivos Municipales, Torneos y Circuitos municipales y Copas de Primavera. Además, ofrece información sobre Escuelas de Promoción Deportiva.  Ayudas técnicas para la accesibilidad: 1 plataforma.  Columna de rescate cardíaco.   Acceso controlado.;Metro: Legazpi, Arganzuela - Planetario (líneas 3 y 6).   Bicicleta:  El centro dispone de aparcabicicletas exterior con capacidad para 5 bicicletas  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9b26b0c40971c010VgnVCM1000000b205a0aRCRD;ALICANTE;CALLE;V;14;;;;;MADRID;MADRID;28045;5;DELICIAS;2;ARGANZUELA;441329;4471761;4.039.437.715.885.100;-3.691.341.060.146.100;914 305 871 - Taquilla 915 288 879;;idmlafundi@madrid.es - JMD Arganzuela ? ID La Fundi;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
104235;CDM La Masó - Luis de la Fuente;;Horario de uso de las instalaciones deportivas:  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario del centro deportivo:   Lunes a viernes de 8 a 23:30 horas. Sábados, domingos y festivos de 8:45 a 22 horas.   Horario de taquilla:   Lunes a viernes de 8:30 a 21 horas. Sabados, domingos y festivos de 8:30 a 14:30 horas.   Cierre completo del centro Del 1 al 31 de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-infantiles (0 a 3 años): fútbol, gimnasia rítmica, matrogimnasia, matronatación y natación.  Infantiles: (edad, según modalidades): aeróbic, fútbol, gimnasia rítmica, natación  y polideportiva.  Jóvenes y personas adultas: aeróbic, ciclo sala, carrera acuática, (aquarunning), circuito de fitness, combinada  (fitness/tonificación, yoga/pilates, aeróbic/pilates)  fitness, fitness acuático, GAP, gimnasia acuática (aquagym),  natación, natación de compensación, natación espalda,  natación embarazadas, natación jóvenes, pilates y pilates embarazadas.  Mayores de 65 años: acondicionamiento físico y gimnasia acuática (aquagym y natación).  Personas con discapacidad física:   natación.       Equipamientos      Superficie total de las instalaciones: 41.700 metros cuadrados.  Unidades deportivas al aire libre:   campo de fútbol  y rocódromo.      Unidades deportivas cubiertas:  pabellón polideportivo, piscina con solárium (vaso de 25 metros y vaso de enseñanza), sala de fisioterapia, sala multiusos y sala de musculación.      Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.   Ayudas técnicas para la accesibilidad: 1 ascensor y 1 grúa de piscina.  Columna de rescate cardíaco.   Servicio de medicina deportiva: fisioterapia del deporte.  Acceso controlado.;Metro: Herrera Oria (línea 9), Lacoma (línea 7), Avenida de la Ilustración (línea 7).  Bicicleta: el centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .     Parking  público gratuito.;;1,5,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=15efe8ae8d81c010VgnVCM1000000b205a0aRCRD;MASO;CALLE;V;80;;;;;MADRID;MADRID;28034;7;MIRASIERRA;8;FUENCARRAL-EL PARDO;439451;4481771;4.048.442.599.932.080;-37.144.222.564.719.800;917 397 555;;idmlamaso@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4538574;CDM Las Cruces;;Horario de uso de las instalaciones deportivas   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes de 7 a 14 y de 15 a 22 horas. Sábados de 9 a 19  horas. Domingos y festivos de 9 a 14 horas.   Cierre completo del Centro    Días 1 de enero, 1 de mayo, 24, 25 y 31 de diciembre.;Clases y escuelas deportivas    Pre-infantiles (0 a3 años): educación física de base, matronatación y natación.  Infantiles   (edad, según modalidad): aeróbic, baloncesto, balonmano, gimnasia rítmica, fútbol, fútbol sala, judo, natación, natación (escuela de iniciación, competición), natación sincronizada, pádel, pre-tenis, tenis y voleibol.  Jóvenes:  aeróbic, baloncesto, ciclo sala, combinada (EFP), fútbol, natación, natación (escuela de iniciación, competición), pádel, tenis y tonificación.  Adultos: acondicionamiento físico/fat burner, aeróbic/zumba, aeróbic/body jam, carrera acuática (acuarunning), ciclo sala, combinada (EFP/ciclo+core), fitness acuático, fitnes/body combat, gimnasia acuática, gimnasia acuática (acuagim), gimnasia suave/body balance, gimnasia suave/espalda sana, kick boxing/muay thai , natación, natación de compensación, natación embarazadas, pádel, pilates, tenis , tonificación/body pump y yoga.  Mayores 65 años: actividad física, gimnasia acuática, gimnasia acuática (acuagim), gimnasia acuática/acuasalud, gimnasia acuática/acuapilates, gimnasia acuática/acuarelax, natación y tonificación.  Personas con discapacidad  : actividad física, gimnasia acuática, natación  y polideportiva.     Equipamientos    Superficie total de las instalaciones:  31.529,58  metros cuadrados.  Unidades deportivas al aire libre: 1 campo de fútbol (césped artificial), 2 campos de fútbol 7, (césped artificial), 6 pistas de pádel, 2 pistas de pádel (cristal) y 5 pistas de tenis.  Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 m y vaso de enseñanza), 3 salas multiusos y sala de musculación.   Solárium (no disponible).    Ayudas técnicas para la accesibilidad:  1 ascensor y 1 grúa de piscina.   Acceso controlado.;Metro: Aluche, Eugenia de Montijo (línea 5).  Renfe: Aluche (línea C5).  Bicicleta:  El centro dispone de aparca bicicletas exterior con capacidad para 4 bicicletas.  Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a6952ff55b41110VgnVCM1000000b205a0aRCRD;POBLADOS;AVENIDA;V;72;;;;PARQUE DE LAS CRUCES;MADRID;MADRID;28044;7;LAS AGUILAS;10;LATINA;435803;4470082;403.788.548.435.727;-37.562.612.113.384.700;915 888 600;;idmlascruces@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol
4688;CDM Margot Moles;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    Hasta apertura piscina de verano, de lunes a viernes de 9 a 14:30 y de 14:45 a 20:30 horas. Sábados y domingos, de 9 a 14:30 horas. Festivos cerrado, excepto en temporada de verano.   Cierre completo del centro   Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-infantiles (3 a 5 años): matronatación y (0 a 3 años) natación.  Infantiles (6 a 14 años, según modalidades): baile en familia, fútbol, karate shyto, natación, natación (competición), pádel y tenis.  Personas adultas (15 a 64 años): acondicionamiento físico deportivo, acuagim, acuarruning, aeróbic, aeróbic combinado, combinada (pilates/yoga gap /tonificación), karate goju, natación, natación de compensación, natación embarazadas, pádel, pilates/yoga, tenis y yoga.  Mayores de 65 años: actividad física, baile, gimnasia acuática, natación y pádel.   Equipamientos    Superficie total de las instalaciones:82.400 metros cuadrados.  Unidades deportivas al aire libre:  campo de fútbol (de césped artificial), 2 campos de fútbol 7 (de césped artificial), piscina (1 vaso de 50 m. y 1 vaso infantil), pista de atletismo, pista de hockey patines, 2 pistas polideportivas, 4 pistas de pádel, 2 pistas de tenis y 4 tenis mesa.     Unidades deportivas cubiertas:  pabellón polideportivo, piscina (1 vaso de 25 metros y 1 vaso de enseñanza).      Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.  Ayudas técnicas para la accesibilidad:  1 grúa de piscina.    Columna de rescate cardíaco.     Servicio de Medicina Deportiva: psicomotricidad infantil.  Acceso controlado.;Metro: San Cipriano, Puerta de Arganda (línea 9).  Renfe: Vicálvaro (líneas C1, C2, C7 y C8).  Bicicleta:   El centro dispone de  aparca bicicletas exterior  con capacidad para 10 bicicletas.   Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d6f79262ef5d010VgnVCM1000000b205a0aRCRD;POLIDEPORTIVO;PASEO;V;3;;;;;MADRID;MADRID;28032;;AMBROZ;;VICALVARO;448815;4473344;4.040.914.061.858.400;-3.603.264.732.850.390;917 769 874;;idmvicalvaro@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
121729;CDM Marqués de Samaranch;;Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes, de 8:30 a 20:30 horas. Sábados y domingos, de 8:30 a 14:30 horas. Festivos, cerrado.   Cierre completo del centro   Mes de agosto y los días 24, 25, 26 y 31 de diciembre, 1 y 6 de enero y 1 de mayo.;"Clases y escuelas deportivas    Pre-infantiles (2 a 5 años): actividad física y juegos, matronatación y natación.  Infantiles: bádminton, natación, pádel, tenis y voleibol.  Jóvenes y personas adultas:   aletas, bádminton, baile, caminar por Madrid; ciclo, cross training, cubo gym, cuerpo y mente,  entrenamiento funcional, fitness, fitness acuático, fitness express, fuerza gap, gimnasia acuática, natación, natación salud, pádel, pilates, salvamento acuático, tenis y voleibol  .     Mayores de 65 años: acondicionamiento físico, caminar por Madrid, estiramientos y relajación, fitness acuático, gimnasia acuática, gimnasia salud, natación, pilates, prevención caídas.       Personas con discapacidad física: natación (adulta e infantil) y tenis..           Personas con discapacidad intelectual:  natación (adulta e infantil) .         Equipamientos    Unidades deportivas al aire libre: campo de fútbol de hierba artificial, 6 pistas de pádel techadas y 4 pistas de tenis techadas.  Unidades deportivas cubiertas:   pabellón polideportivo, piscina con solárium (vaso de 25 metros y vaso de enseñanza), sala de ciclo, sala de musculación, sala multiusos.    Ayuda técnicas para la accesibilidad: 2 grúas de piscina.  Columna de rescate cardíaco.   Acceso controlado.";Metro: Puerta de Toledo , Pirámides (línea 5).  Renfe: Pirámides (líneas C1 y C10).  Bicicleta:  el centro dispone de  aparca bicicletas exterior   con capacidad para 5 bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .;;1,5,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b00e8ae8d81c010VgnVCM1000000b205a0aRCRD;IMPERIAL;PASEO;V;20;;;;;MADRID;MADRID;28005;1;IMPERIAL;2;ARGANZUELA;439131;4473248;4.040.761.501.410.640;-37.173.807.221.939.100;914 220 344;;idmmsamaranch@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4701827;CDM Miguel Guillén Prim;;Horario de uso de las instalaciones deportivas:   Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes, de 9 a 21 horas. Sábados, domingos y festivos, cerrado.   Cierre completo del Centro   Mes agosto y durante los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Infantiles (6 a 14 años, según modalidades): fútbol sala y taekwondo.  Jóvenes y personas adultas   (21 a 64 años): acondicionamiento físico deportivo y musculación.    Mayores de 65 años:   actividad física.     Equipamientos    Superficie total de las instalaciones: 8.400 metros cuadrados.  Unidades deportivas al aire libre: campos de fútbol-7 de césped artificial.    Unidades deportivas cubiertas: pabellón polideportivo y sala de musculación.    Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.   Ayudas técnicas para la accesibilidad:   instalación adaptada.    Columna rescate cardíaco.   Acceso controlado.;Metro: Congosto (línea 1).  Renfe: Vallecas (líneas C2, C7 y C8).  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 10 bicicletas.    Servicio Bicimad, para consultar la estación más cercana, acceda al mapa de geolocalización de las estaciones .;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecd237c71d4a6110VgnVCM1000000b205a0aRCRD;FUENTIDUEÑA;CALLE;V;6;;;;;MADRID;MADRID;28031;1;CASCO H.VALLECAS;18;VILLA DE VALLECAS;447099;4469435;4.037.381.855.452.160;-3.623.151.468.598.150;913 053 451;;idmmguillen@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4673;CDM Moratalaz;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla    De lunes a viernes, de 9 a 20:30 h. Sábados y domingos. de 9 a 14:30 h.   Cierre completo del centro   Los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre infantiles (0 a 3 años): natación.  Infantiles (edad, según modalidad): atletismo, baloncesto, hábitos saludables, fútbol,  fútbol sala, gimnasia rítmica, judo, karate shyto, natación, patinaje, polideportiva, tenis y tiro con arco.  Jóvenes y personas adultas: aeróbic,  atletismo juvenil, ciclo sala, combinada (fitness/ciclo sala), fútbol (masculino y femenino), gap (glúteos, abdomen, piernas), gimnasia acuática (acuagim), hábitos saludables, judo, karate shyto, natación , natación embarazadas, pádel, pilates, tenis y tonificación (con pesas).  Mayores 65 años: acondicionamiento físico, gimnasia acuática (acuagim), natación, natación de compensación y pilates.  Personas con discapacidad  : atletismo y natación.     Equipamientos    Superficie total de las instalaciones: 108.300 metros cuadrados.  Unidades deportivas cubiertas:  pabellón polideportivo, piscina (vaso de 25 metros), sala de musculación, sala de artes marciales y sala multiusos (psicomotricidad, sala multiusos (ciclo sala).   Unidades deportivas al aire libre:  campo de fútbol (de césped artificial), 3 pistas de fútbol sala, campo de tiro con arco, 1 frontón (largo), piscina (3 vasos de 50 metros y una vaso infantil), pista de atletismo, pista de baloncesto, pista de patinaje, 4 pistas de pádel, 6 pistas de tenis y 1 pista de vóley playa.   Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.    Servicio de medicina deportiva: reconocimientos médicos deportivos y acondicionamiento cardiovascular.    Unidades con servicios auxiliares:   sala de reconocimientos médicos.    Ayudas técnicas para la accesibilidad:  1 ascensor y 2 grúas de piscina.    Columna de rescate cardíaco.    Acceso controlado.;Metro: Pavones (línea 9).  Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para    interior (10), exterior (8) bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc9942be9971c010VgnVCM1000000b205a0aRCRD;VALDEBERNARDO;CALLE;V;2;;;;;MADRID;MADRID;28030;1;PAVONES;14;MORATALAZ;446331;4472220;4.039.885.854.572.330;-3.632.432.290.214.530;"917 727 100                                                                                                                                     
- 917 727 121";;idmmoratalaz@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4693;CDM Orcasitas;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a domingo, de 9 a 20:30 horas.   Cierre completo del centro   Días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-Infantiles (0 a 3 años) y (3 a 5 años, según modalidades): matronatación y natación.  Infantiles (6 a 14 años, según modalidades): atletismo, baloncesto, defensa personal y artes marciales, gimnasia rítmica, natación, pádel y tenis.  Jóvenes y personas adultas (de 15 a 20 años, según modalidades): baloncesto, defensa personal y artes marciales, natación, pádel y salvamento acuático.  Adultos (21 a 64 años): acondicionamiento físico deportivo, acuagim, aeróbic, bous, combinada  (aeróbic/step, fitness/natación), fitness, gap (glúteos, abdomen, piernas), gimnasia de compensación, natación, natación de compensación, natación embarazadas, pádel, pilates y tenis.  Mayores de 65 años:  actividad física, acuagim y natación.   Actividades para personas con discapacidad sensorial (sordos): atletismo (infantil).   Equipamientos    Superficie total de las instalaciones: 10.200 metros cuadrados.  Unidades deportivas al aire libre:  3 campos de fútbol (de césped artificial), campo de fútbol 7 (de césped artificial), piscina (2 vasos de 50 m. y vaso infantil), pista de atletismo, 5 pistas de pádel, 2 pistas polideportivas, 8 pistas de tenis y 1 pista de vóley playa.      Unidades deportivas cubiertas:  pabellón Jesús Rollán, piscina (vaso 25 metros y vaso de enseñanza), 2 salas de musculación, sala multiusos (aeróbic), sala multiusos (gimnasio) y sala multiusos.     Oficina de promoción deportiva:  responsable de la coordinación de Juegos Deportivos Municipales, Torneos y Circuitos Municipales, Copas de Primavera. Además, ofrece información sobre las escuelas de promoción deportiva.  Ayudas técnicas a la accesibilidad: instalación practicable, con 1 ascensor y 1 grúa de piscina.  Columna de rescate cardíaco.   Acceso controlado.;Metro: Plaza Elíptica (líneas 6 y 11).  Renfe: Doce de Octubre, Orcasitas.  Bicicleta:  el centro dispone de  aparca bicicletas exterior   con capacidad para 10 bicicletas.    Servicio Bicimad , para consultar la estación más cercana, acceda al  mapa de geolocalización de las estaciones .;;2,5,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a11e79262ef5d010VgnVCM1000000b205a0aRCRD;RAFAELA YBARRA;AVENIDA;V;52;;;;;MADRID;MADRID;28026;6;ZOFIO;12;USERA;439519;4469689;4.037.558.213.858.420;-371.245.854.352.948;914 692 374;;idmorcasitas@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
4690;CDM Orcasur;;Horario de uso de las instalaciones deportivas  Para saber el horario de apertura de las distintas instalaciones del centro deportivo, les rogamos lo consulten con el propio centro.  Horario de taquilla   De lunes a viernes, de 8:45 a 20:30 horas. Sábados, domingos y festivos, de 8:45 a 14:30 horas.   Cierre completo del centro   El mes de agosto y los días 24, 25 y 31 de diciembre, 1 de enero y 1 de mayo.;Clases y escuelas deportivas    Pre-infantiles (3 a 5 años): natación y matronatación.  Infantiles (6 a 14 años, según modalidades): natación y pádel.  Jóvenes y personas adultas: (15 a 64 años): acondicionamiento físico deportivo, natación, pádel y pilates.  Mayores de 65 años: actividad física, gimnasia acuática, natación y pilates.   Equipamientos    Superficie total de las instalaciones: 22.500 metros cuadrados.  Unidades deportivas al aire libre:  2 campos de fútbol-7 de césped artificial, frontón (largo), 2 pistas de pádel, pista de fútbol sala, pista de tenis y 4 tenis mesa.    Unidades deportivas cubiertas: pabellón polideportivo, piscina (vaso de 25 m.), sala de musculación y sala multiusos.   Ayudas técnicas para la accesibilidad:  1 grúa de piscina.   Acceso controlado.;Renfe: Orcasitas (línea C5).  Metro:   San Fermín - Orcasur (línea 3).    Bicicleta:  el centro dispone de  aparca bicicletas exterior  con capacidad para 5 bicicletas.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=483e79262ef5d010VgnVCM1000000b205a0aRCRD;MOREJA;CALLE;V;11;;;;;MADRID;MADRID;28041;2;ORCASUR;12;USERA;440727;4469292;4.037.021.993.373.850;-36.994.689.006.077.400;913 171 062;;idmorcasur@madrid.es;/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Gimnasios
